,original_text,refined_text,label
457,"b'Three powerful blasts from three wholly different regions in space have left scientists scrambling. The blasts, which lasted only a few seconds, might be early alert systems for star explosions called supernovae, which could start appearing any day now.'","Scientists are investigating three powerful bursts of energy originating from different parts of space. These bursts, which lasted only a few seconds, might be early warnings of supernovae, or exploding stars.  These supernovae could potentially occur in the near future. 
",3
458,b'The already cutthroat competition for passengers and market share at Logan International Airport is likely to get even more heated over the next several months.',"Competition for passengers and market share at Logan International Airport is intense. This competition is expected to increase even further in the coming months. 
",2
459,"b' NEW YORK (Reuters) - International Paper Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=IP.N target=/stocks/quickinfo/fullquote""&gt;IP.N&lt;/A&gt;, the  world\'s largest forest products company,  on Wednesday said it  would sell its fine paper business to privately held Mohawk  Paper Mills.'","International Paper, the world's largest forest products company, announced that it would sell its fine paper business to Mohawk Paper Mills, a privately held company. 
",2
460,"b""LOWELL -- Few people expected ex-Patriot and NFL Hall of Famer John Hannah to walk into the head coach position at Somerville and turn a winless team into a Super Bowl contender. After last night, skeptics may be looking to Hannah's role in the Somerville youth football program for solace as the Highlanders were swamped by Lowell, 47-14, at Crowley ...""","John Hannah, a former New England Patriot and NFL Hall of Famer, unexpectedly took on the head coach position at Somerville High School. His goal was to transform a team that had never won a game into a Super Bowl contender.  However, after a recent loss to Lowell High School with a score of 47-14, some are now questioning Hannah's impact, particularly given his previous success coaching youth football in Somerville. 
",1
461,b'The Arabic-language television channel al-Jazeera has broadcast footage of a Jordanian truck driver apparently taken hostage in Iraq.',"Al-Jazeera, an Arabic-language television channel, has shown footage of a Jordanian truck driver who appears to be held hostage in Iraq. 
",0
462,"b"" ABUJA (Reuters) - Nigerian President Olusegun Obasanjo on  Sunday proposed to give a greater role to African Union (AU)  troops in restoring peace to Sudan's Darfur region on the eve  of talks between the Sudanese government and rebels.""","Nigerian President Olusegun Obasanjo suggested on Sunday that African Union troops should have a more prominent role in restoring peace to Sudan's Darfur region. This proposal was made just before talks between the Sudanese government and rebels were scheduled to begin. 
",0
463,b'The European Union said Wednesday it had extended a ban on imports of chicken meat and pet birds from several Asian countries hit by avian flu to March 31 next year.',"The European Union has extended a ban on importing chicken meat and pet birds from specific Asian countries affected by avian flu. This ban will remain in effect until March 31st of next year. 
",0
464,"b'\\Breast cancer is more likely to kill obese women than those of normal weight, research suggests.'","Research indicates that breast cancer is associated with a higher mortality rate in obese women compared to women with a normal weight. 
",0
465,b'Chinese officials Monday rebuffed Secretary of State Colin L. Powell #39;s suggestion they use a possibly conciliatory speech by Taiwanese president Chen Shui-bian to restart ',"Chinese officials rejected Secretary of State Colin Powell's suggestion that they use a potentially conciliatory speech by Taiwanese President Chen Shui-bian to restart dialogue. 
",0
466,"b'GAZA CITY, 29 November 2004 - Palestine Liberation Organization chief Mahmoud Abbas won the endorsement of one of the main Palestinian armed factions yesterday before pledging to stop anyone but the official security forces from carrying weapons.'","Mahmoud Abbas, the leader of the Palestine Liberation Organization, gained the support of a significant Palestinian armed group on November 29, 2004. Following this endorsement, Abbas promised to restrict the carrying of weapons to only official security forces. 
",0
467,"b' SOUTH BEND, Ind. (Sports Network) - The University of Notre  Dame announced Tuesday that Tyrone Willingham will not be  retained as the head football coach for 2005. The school has  scheduled a news conference for 4 p.m. EST.'","The University of Notre Dame has announced that Tyrone Willingham will not be the head football coach for the 2005 season. A press conference to discuss the decision is scheduled for 4:00 PM Eastern Time. 
",1
468,b'The latest batch of images from the Cassini spacecraft has established that the speculations made by scientists from the Space Science Institute were true after all.',"Recent images from the Cassini spacecraft confirm the theories proposed by scientists at the Space Science Institute. 
",3
469,"b'Muhammad el-Baradei, the head of the International Atomic Energy Agency (IAEA), sent a letter to the current UN Security Council President Sir Emyr Jones Parry last week expressing concern about the whereabouts of equipment from dismantled sites that '","Muhammad el-Baradei, the head of the International Atomic Energy Agency (IAEA), sent a letter to the President of the United Nations Security Council, Sir Emyr Jones Parry, expressing concern about the location of equipment from dismantled nuclear facilities. 
",0
470,"b'Oracle plans tomorrow to introduce Oracle Application Server 10g Release 2, a significant upgrade with improvements in Java, Web services and identity management, as well as support for RFID technology.'","Oracle plans to introduce Oracle Application Server 10g Release 2 tomorrow. This release is a major update, featuring improvements in Java, Web services, and identity management. Additionally, it includes support for Radio Frequency Identification (RFID) technology. 
",3
471,b'WASHINGTON An investment firm has told Mylan Laboratories that a proposed acquisition of King Pharmaceuticals is not in the best interests of investors.',"An investment firm has informed Mylan Laboratories that they believe a proposed acquisition of King Pharmaceuticals would not be beneficial for investors. 
",2
472,b'3G video mobiles could be the perfect match for lonely-hearts looking for love.',"Mobile phones with 3G video capabilities could be a good way for people who are single to find romantic partners. 
",3
473,"b'TODAY PRO BASKETBALL 7:30 p.m. -- Celtics vs. Utah at the FleetCenter, FSN, WWZN (1510) 8 p.m. -- Denver at Miami, ESPN 10:30 p.m. -- Phoenix at Seattle, ESPN BOXING 11 p.m. -- Ebo Elder vs. Courtney Burton (lightweights) at Santa Ynez, Calif., SHO COLLEGE FOOTBALL 8 p.m. -- Division 1-AA championship: James Madison vs. Montana at Chattanooga, Tenn., ESPN2 ...'","## Today's Sports Schedule

**Basketball:**

* **7:30 PM:** Boston Celtics vs. Utah Jazz at the FleetCenter. Broadcast on FSN and WWZN (1510 AM).
* **8:00 PM:** Denver Nuggets vs. Miami Heat. Broadcast on ESPN.
* **10:30 PM:** Phoenix Suns vs. Seattle SuperSonics. Broadcast on ESPN.

**Boxing:**

* **11:00 PM:** Ebo Elder vs. Courtney Burton (lightweights) in Santa Ynez, California. Broadcast on SHO.

**College Football:**

* **8:00 PM:** Division 1-AA Championship: James Madison vs. Montana in Chattanooga, Tennessee. Broadcast on ESPN2. 
",1
474,b'Sir Alex Ferguson could not resist a wry smile after learning his Manchester United side had been paired with arch-rivals Arsenal in the last eight of the Carling Cup.',"Sir Alex Ferguson reacted with amusement when he discovered Manchester United would face their long-standing rivals, Arsenal, in the Carling Cup quarter-finals. 
",1
475,"b'NASA has released an inventory of the scientific devices to be put on board the Mars Science Laboratory rover scheduled to land on the surface of Mars in 2009, NASAs news release reads.'","NASA has published a list of the scientific instruments that will be included on the Mars Science Laboratory rover. This rover is planned to land on Mars in 2009. 
",3
476,"b'Eight policemen die when their vehicle hits a landmine laid by Maoists in western Nepal, authorities say.'","Eight police officers were killed when their vehicle struck a landmine in western Nepal. The landmine was reportedly planted by Maoist rebels. 
",0
477,"b'AFP - Al-Qaeda leader Osama bin Laden is actively directing terrorist cells in the former Yugoslav republic of Bosnia, a top US terrorism analyst told a local daily.'","According to a top US terrorism analyst, Osama bin Laden, the leader of Al-Qaeda, is directing terrorist cells in Bosnia. 
",0
478,b'Russian President Vladimir Putin said Monday that terrorists are aiming to derail President Bush #39;s chances at re-election through their attacks in Iraq.',"Russian President Vladimir Putin stated on Monday that terrorists are attempting to sabotage President Bush's re-election campaign through their attacks in Iraq. 
",0
479,"b'NEW YORK - The curse is dead. Last night #39;s 3-0 win by the Boston Red Sox ended 85 years of World Series futility. Fans celebrated into the early morning, as they no longer have to endure chants of  quot;1918 quot; (the year of their last World Series win).'","The Boston Red Sox broke an 85-year-old World Series drought with a 3-0 victory. Fans celebrated throughout the night, finally free from the ""1918"" chants that had haunted them since their last World Series win. 
",1
480,"b'Novell has announced the release of its all-in-one Linux product for newcomers and technical enthusiasts. SuSE Linux Professional 9.2 comes with latest open source features, including kernel 2.6 enhancements, KDE 3.3 and GNOME 2.6 desktop environments.'","Novell has released SuSE Linux Professional 9.2, a comprehensive Linux product designed for both newcomers and technical enthusiasts. This release includes the latest open source features, such as enhancements to the Linux kernel 2.6, and the KDE 3.3 and GNOME 2.6 desktop environments. 
",3
481,"b'&lt;p&gt;&lt;/p&gt;&lt;p&gt; By Fabian Andres Cambero&lt;/p&gt;&lt;p&gt; CARACAS, Venezuela (Reuters) - As the setting sun castslong shadows over a Caracas cemetery, crime-weary Venezuelanspray at the tomb of the notorious thief Ismael, believing heand other dead gangsters can protect them against violentattacks and robberies.&lt;/p&gt;'","In Caracas, Venezuela, people visit the tomb of Ismael, a notorious thief, as the sun sets. They pray to him and other deceased gangsters, believing they can offer protection against violent attacks and robberies. 
",0
482,"b'UNI, New Delhi, Dec 5: The Finance Minister, Mr P Chidambaram, today announced further opening up of the banking sector, saying the modalities for foreign banks acquiring upto 74 per cent stake in Indian private banks will be announced by the year-end.'","India's Finance Minister, P Chidambaram, announced plans to further open up the banking sector. He stated that details regarding foreign banks acquiring up to 74% ownership in Indian private banks would be released by the end of the year. 
",2
483,"b'AP - The bullet-riddled body of a kidnapped Turkish engineer was found Wednesday in eastern Afghanistan, a day after he was snatched with his driver and interpreter by a band of armed men, officials said.'","A Turkish engineer was kidnapped in eastern Afghanistan.  The engineer, along with his driver and interpreter, were taken by a group of armed men. The engineer's body was found the following day, riddled with bullets. 
",0
484,"b'Four seconds after he checked into his first basketball game in nearly a year, Alonzo Mourning drilled a jumper from the foul line, then pointed to the ceiling.'","Alonzo Mourning returned to basketball after a year's absence.  He quickly made an impact, scoring a jump shot from the free throw line just four seconds after entering the game.  Mourning celebrated by pointing upward. 
",1
485,"b' WASHINGTON (Reuters) - U.S. consumers shrugged off record  oil prices to keep spending at the start of the fourth quarter,  data on Friday showed, in an upbeat sign for growth that may  presage another Federal Reserve rate hike in December.'","Despite record-high oil prices, U.S. consumers continued spending in the beginning of the fourth quarter. This positive economic indicator suggests continued growth and may lead to another interest rate increase by the Federal Reserve in December. 
",2
486,"b'Some question whether it will be enough to quell the violence and worry about the impact of prolonged tours. Amid a spike in violence in Iraqi cities coinciding with the Fallujah offensive, the US military '","There are concerns about the effectiveness of military actions in curbing violence in Iraq. Some question if current efforts, including the offensive in Fallujah, will be sufficient to reduce violence. Additionally, there are worries about the potential impact of extended tours of duty on military personnel. These concerns arise amidst an escalation of violence in Iraqi cities, which coincides with the ongoing offensive in Fallujah. 
",0
487,"b'Nascar will allow liquor companies as sponsors for its Nextel Cup and other stock-car racing next season, ending a 30-year ban and creating a new funding source for racing teams.'","NASCAR has lifted a 30-year ban on liquor companies as sponsors. This change will allow liquor companies to sponsor the Nextel Cup and other stock car races starting next season. The decision opens a new source of funding for racing teams. 
",1
488,b'Houston Rockets #39; center Yao Ming gave no push to the development of the Chinese basketball though the NBA could be one of the best textbooks for China.',"Yao Ming, the center for the Houston Rockets, did not contribute to the development of Chinese basketball despite the potential of the NBA to serve as a valuable learning resource for China. 
",1
489,b' SEATTLE (Sports Network) - The University of Washington has  named Tyrone Willingham its new head football coach. The school  will have a press conference at 2 p.m. (et) Monday to introduce  him.',"The University of Washington has appointed Tyrone Willingham as its new head football coach. A press conference to formally introduce him will be held at 2:00 PM Eastern Time on Monday. 
",1
490,"b""AP - For scientists at the Pacific Tsunami Warning Center, the world's most powerful earthquake happened below the wrong ocean.""","The world's most powerful earthquake occurred in an unexpected location for scientists at the Pacific Tsunami Warning Center. The earthquake happened beneath an ocean other than the one they typically monitor for such events. 
",3
491,"b'KATHMANDU: Nepali troops killed at least 21 Maoist rebels and lost 13 soldiers in gunbattles across the Himalayan kingdom, officials said yesterday.'","In Nepal, a series of gun battles occurred between Nepalese troops and Maoist rebels. These battles resulted in the deaths of at least 21 Maoist rebels and 13 Nepalese soldiers. 
",0
492,"b' CROMWELL, Connecticut (Reuters) - Corey Pavin posted his  best score in 14 years, firing an eight-under-par 62 to take a  commanding three-shot lead after the first round of the  inaugural \\$4.2 million Buick Championship on Thursday.'","Corey Pavin shot an impressive eight-under-par 62 in the first round of the Buick Championship, giving him a three-stroke lead. This was his best score in 14 years. The tournament, held in Cromwell, Connecticut, has a total purse of $4.2 million. 
",1
493,"b'Reuters - Global handset sales rose to record\\levels in the second quarter, putting the industry on track to\\ship 650 million cell phones in 2004 as market leader Nokia\\halted its decline, a survey said on Thursday.'","Global handset sales reached record levels in the second quarter of 2004, setting the stage for 650 million cell phone shipments in the year. This growth was driven by Nokia, the market leader, halting its decline. 
",3
494,"b""JEBALIYA REFUGEE CAMP, Gaza Strip - More troops poured into the Gaza Strip on Saturday as Israel expanded its offensive to counter Palestinian rocket fire, one of the largest incursions in four years of fighting. Seven Palestinians were killed in new clashes, including four who cut through Gaza's border fence...""","Israeli forces increased their presence in the Gaza Strip on Saturday, expanding their military operation in response to Palestinian rocket attacks. This marked one of the largest incursions in the four-year conflict.  During these new clashes, seven Palestinians were killed, including four who attempted to breach Gaza's border fence. 
",0
495,"b'The Tennessee Titans have a simple rule: If Steve McNair feels he can play injured, discussion over.'","The Tennessee Titans have a policy regarding injured players: if quarterback Steve McNair believes he is capable of playing despite an injury, the decision is final. 
",1
496,"b'Microprocessor designer Arm Ltd. has developed a new multimedia technology called Neon that will help improve the performance of mobile electronics devices that process multiple tasks, the company said Monday.'","Arm Ltd., a microprocessor designer, has introduced a new multimedia technology called Neon. Neon aims to enhance the performance of mobile electronics devices by improving their ability to handle multiple tasks simultaneously. 
",3
497,"b'NEW YORK, October 25 (newratings.com) - TXU Corporation (TXU.NYS) has announced a new \\$50 million share buyback programme, while more than tripling its quarterly dividend payout, leading to an annual rate of \\$2.'","TXU Corporation has announced a new $50 million share buyback program and increased its quarterly dividend payout by more than three times, resulting in an annual rate of $2. 
",2
498,"b'Internet photo sites are scrambling to exploit the digital camera boom with new products and -- in some cases -- lower prices. &lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\\ color=""#666666""&gt;&lt;B&gt;-Leslie Walker&lt;/B&gt;&lt;/FONT&gt;'","Internet photo sites are adapting to the increasing popularity of digital cameras. They are introducing new products and, in some cases, lowering prices to take advantage of this growing market. 
",3
499,"b' SINGAPORE (Reuters) - The dollar hovered above 7-month lows  against the yen, pressuring shares in Japanese exporters, but  stocks elsewhere in Asia neared a 5-year high as upbeat  earnings from Hewlett-Packard boosted tech stocks.'","The US dollar remained elevated above a seven-month low against the Japanese yen. This trend pressured shares of Japanese exporting companies. Meanwhile, other Asian stock markets were close to a five-year high, driven by positive earnings reports from Hewlett-Packard, which boosted technology stocks. 
",2
500,"b'S Airways filed for Chapter 11 protection this afternoon, its second round in bankruptcy in two years, after workers refused the airline #39;s push for \\$800 million in wage and benefit cuts so that it could lower its costs.'","S Airways filed for bankruptcy protection for the second time in two years. This decision came after workers rejected the airline's proposal to reduce wages and benefits by $800 million. The airline hoped to lower its costs through these cuts. 
",2
501,b'AFP - Eight newcomers have been named in an All Blacks squad of 32 for their rugby tour of the northern hemisphere next month.',"The New Zealand All Blacks have announced a 32-player squad for their upcoming rugby tour of the Northern Hemisphere. This squad includes eight new players. 
",0
502,"b'Something finally went right yesterday for Raymond V. Gilmartin, the embattled chairman and chief executive of Merck  amp; Company.'","Raymond V. Gilmartin, the chairman and chief executive of Merck & Company, experienced a positive outcome yesterday. 
",2
503,b'Scientists who have peered through space to a time when light first filled the universe urged NASA (news - web sites) on Thursday to ensure a Hubble Space ',"Scientists studying the early universe, a time when light first illuminated the cosmos, have called upon NASA to prioritize the Hubble Space Telescope's continued operation. 
",3
504,"b'Plaintiff Sean Burke claims that  quot;the defective Xboxes stop working after minimal usage, after unreasonably, unconscionably, unusually and unexpectedly short amounts of time.'","Plaintiff Sean Burke alleges that the Xbox consoles are defective and cease functioning after a short period of use. He claims that these failures occur after an unreasonably, unconscionably, unusually, and unexpectedly short amount of time. 
",3
505,"b'American gymnast Paul Hamm hung his gold medal around his neck and smiled on cue, in effect giving himself another Olympic medal ceremony.'","American gymnast Paul Hamm received his gold medal. He smiled for the cameras, as if participating in another Olympic medal ceremony. 
",1
506,b'Alex Ferguson has moved quickly to put a protective shield around teenage striker Wayne Rooney - and Manchester United #39;s new record signing insists he is mature enough to evade the pitfalls that could derail his emerging career.',"Alex Ferguson has taken immediate action to safeguard young striker Wayne Rooney. Manchester United's newest and most expensive player claims he is mature enough to avoid potential setbacks that could hinder his promising career. 
",1
507,"b'The number of Americans filing new claims for unemployment benefits rose last week by 20,000, the largest jump in a month, the Labor Department reported Thursday.'","The number of Americans filing new unemployment claims increased by 20,000 last week, representing the largest rise in a month, according to the Labor Department's report released on Thursday. 
",2
508,"b'A 17-year-old boy was arrested and police found weapons, ammunition and bomb-making paraphernalia in his home after a tip that he was making threats online against his high '","A seventeen-year-old boy was apprehended by law enforcement officials. Following his arrest, authorities discovered weapons, ammunition, and materials associated with bomb-making in his residence. This action was prompted by information received suggesting the boy had made threatening statements online directed towards his high school. 
",3
509,"b'Reuters - Two French journalists are missing in\\Iraq and have not been heard from since Thursday, the Foreign\\Ministry in Paris said Saturday.'","Two French journalists are missing in Iraq. They have not been heard from since Thursday. The French Foreign Ministry in Paris confirmed this information on Saturday. 
",0
510,"b'\\The rate of childhood cancer has slowly increased over the last three decades, research has found.'","Research indicates that the rate of childhood cancer has gradually risen over the past thirty years. 
",0
511,b'Services try different approaches to sender authentication to halt spam.',"Services are employing various methods for sender authentication in an effort to stop spam. 
",3
512,"b""AFP - President A.P.J. Abdul Kalam led India's condolences on the death of Yasser Arafat, praising the Palestinian leader's lifetime devotion to his people.""","India, under President A.P.J. Abdul Kalam, expressed condolences on the death of Yasser Arafat. The President acknowledged Arafat's lifelong dedication to the Palestinian people. 
",0
513,b'The pitching coach who has been in professional baseball for 40 years thought the ball was too low. The relief pitcher who has been on major league mounds for more than a decade feared it would bounce on the plate.',"A pitching coach with forty years of professional baseball experience believed the pitch was too low. Meanwhile, a relief pitcher with over ten years of major league experience worried the pitch would bounce before reaching the batter. 
",1
514,b'But the scoreline and Anders Limpars winner were forgotten when the dust settled on what came to be known as The Brawl at Old Trafford.',"The game's result and Anders Limpar's winning goal were overshadowed by a major incident that became known as ""The Brawl at Old Trafford."" 
",1
515,"b'A fire broke out at a movie theater during a gala premiere Tuesday night, injuring dozens of people - none seriously, news reports said.'","A fire occurred at a movie theater during a special premiere event on Tuesday evening.  News reports indicate that numerous people were injured, but none of the injuries were severe. 
",0
516,"b' NEW YORK (Reuters) - As U.S. home purchases slow, an  expected rise in demand for rentals will result in a spike in  inflation, analysts say, citing studies showing housing costs  have been under-reported by the government.'","Analysts predict that rising rental demand, stemming from a decrease in home purchases, will lead to increased inflation. This prediction is based on research indicating that official government reports have underestimated the true cost of housing. 
",2
517,"b' NEW YORK (Reuters) - Stocks fell on Friday, led by  pharmaceutical shares after a U.S. health official raised  concerns about drug safety and a drop in chip-equipment makers  following a ratings downgrade by Goldman Sachs.'","On Friday, the stock market declined. Pharmaceutical stocks experienced the largest decrease due to concerns expressed by a U.S. health official about drug safety. Additionally, chip-equipment makers saw their stock prices fall after Goldman Sachs lowered their ratings. 
",2
518,b'ENGLAND coach Phil Larder has threatened Australia with  #39;payback #39; when the world champions meet their favourite enemy at Twickenham on Saturday.',"England's rugby coach, Phil Larder, has warned Australia that they will face retaliation when the two teams meet in a match at Twickenham Stadium on Saturday.  England is the current world champion and Australia is considered their main rival. 
",1
519,"b""David Hockney's controversial theory that early Renaissance painters used cameralike devices has been challenged by researchers using digital techniques.""","Researchers have challenged David Hockney's theory that early Renaissance painters employed camera-like devices. This theory, which has been met with controversy, is being disputed through the use of digital analysis techniques. 
",3
520,"b'Maryland nearly comes all the way back from a 17-point defecit but it is unable to complete the rally as it falls, 77-67, to Virginia Tech.'","The University of Maryland men's basketball team almost overcame a 17-point deficit against Virginia Tech but ultimately fell short, losing the game 77-67. 
",1
521,"b'Moscow, Aug 21 (VNA) - Russian Roskosmos space agency will help Malaysia build a space and satellite controlling centre and will help develop Malaysia #39;s space programme, said Russian Federal Space Agency head Anatoly Perminov while meeting his Malaysian '","Russia's Roskosmos space agency will assist Malaysia in establishing a space and satellite control center. This collaboration will also support the development of Malaysia's overall space program. This was announced by Anatoly Perminov, head of the Russian Federal Space Agency, during a meeting with his Malaysian counterpart. 
",3
522,"b'Oracle Corp. raised its takeover offer for PeopleSoft Inc. by 14 percent to \\$8.8 billion, increasing the pressure on the smaller software company to give up its 17-month fight against the bid.'","Oracle Corporation increased its proposed acquisition of PeopleSoft Inc. by 14%, offering $8.8 billion for the company. This higher bid puts more pressure on PeopleSoft to accept the offer after resisting it for 17 months. 
",2
523,"b""AP - Dusty Baker believes Barry Bonds didn't know the substances provided by his trainer were steroids.""","According to the Associated Press, Dusty Baker believes that Barry Bonds was unaware that the substances provided to him by his trainer were steroids. 
",1
524,"b'The US economy should grow about 4 percent next year, giving the Federal Reserve room to continue raising interest rates at a measured pace, Philadelphia '","The United States economy is projected to grow approximately four percent in the coming year. This projected growth provides the Federal Reserve with the flexibility to continue increasing interest rates gradually. 
",2
525,"b' NEW YORK (Reuters) - Theodore Forstmann, a pioneer in the  leveraged buyout frenzy of the 1980s and 1990s, plans to leave  the business in 2006, the New York Times said on Sunday.'","Theodore Forstmann, a leading figure in leveraged buyouts during the 1980s and 1990s, intends to retire from the industry in 2006. This information was reported by the New York Times on Sunday. 
",2
526,b'Texas coach Mack Brown thinks this Oklahoma squad might just be better than the one that dominated his team a year ago. The reason wasn #39;t the score -- the second-ranked Sooners beat the Longhorns 12-0 on Saturday ',"Texas coach Mack Brown believes that the current Oklahoma team may be even better than the one that defeated Texas last year. While the score of Saturday's game, where the second-ranked Sooners beat the Longhorns 12-0, is not the basis for this belief, Brown has observed factors that lead him to this conclusion. 
",1
527,"b'BT Group, the privatised former British telecoms monopoly, has sold its entire holding in the French satellite operator Eutelsat for 363m.'","BT Group, the former British telecommunications monopoly that was privatized, has sold its complete ownership stake in the French satellite company Eutelsat for 363 million. 
",2
528,"b'NTT DoCoMo, Vodafone and 24 other mobile phone firms and manufacturers join forces to develop the next generation of high-speed networks.'","NTT DoCoMo, Vodafone, and 24 other mobile phone companies and manufacturers are collaborating to develop the next generation of high-speed networks. 
",0
529,"b'It will soon be riskier than ever to write a check if you don #39;t have money in the bank to cover it. Under a law that goes into effect Oct. 28, banks that get checks will be allowed '","Starting October 28th, banks will be allowed to charge a fee for processing checks that do not have enough funds to cover the amount. This means writing a check without sufficient funds will become riskier than ever before. 
",2
530,"b'S Airways, facing a cash shortage as it tries to avoid another bankruptcy filing, said yesterday that it would seek government permission to stretch out \\$67.5 million in contributions it owes to the pensions of its mechanics and ...'","S Airways is experiencing a cash shortage and is trying to avoid another bankruptcy filing. To address this, the airline announced plans to request government permission to extend the payment schedule for $67.5 million in contributions owed to the pensions of its mechanics. 
",2
531,"b'London - European scientists have developed light, flexible solar panels that could be sewn on fabrics and placed on surfaces to charge objects ranging from cellphones and DVD players to batteries.'","European scientists have created lightweight, flexible solar panels. These panels can be sewn onto fabrics or placed on various surfaces. They can be used to charge devices like cellphones, DVD players, and batteries. 
",3
532,"b'Borland Software Corp. announced CaliberRM 2005 this week, a product designed to help software project managers take some of the guesswork out of software development.'","Borland Software Corp. released CaliberRM 2005. This product aims to assist software project managers in reducing uncertainty during software development. 
",3
533,"b'The Green Bay Packers and Tennessee Titans will try to keep from falling to 1-4 Monday night. But after the nationally televised game in Green Bay, Wisconsin, one of them will be.'","The Green Bay Packers and the Tennessee Titans will play each other on Monday night. Both teams are currently 3-3 and are hoping to avoid falling to a 1-4 record. The game will be televised nationally and will take place in Green Bay, Wisconsin. After the game, one of the teams will have a 1-4 record. 
",1
534,"b'Will Wi-Fi, mobile messaging and other enhancements improve the game, or wreck it?\\&lt;br /&gt; Photos of tech-friendly parks\\'","The document discusses the potential impact of technological advancements like Wi-Fi, mobile messaging, and other enhancements on the experience of playing games in parks. The document raises the question of whether these advancements will improve or negatively affect the game. The document also includes photos of technology-friendly parks. 
",3
535,"b'British companies have been discriminated in winning lucrative public contracts in European Union countries, according to a report on Monday commissioned by the Treasury.'","A report commissioned by the Treasury found that British companies faced discrimination when competing for public contracts in European Union countries. 
",2
536,"b'LONDON, AUGUST 22: Arsenal equalled Nottingham Forests 42-match unbeaten league record in heart-stopping style on Sunday when the Premier League champions roared back from 1-3 down to beat Middlesbrough 5-3 at Highbury.'","On August 22nd, Arsenal tied Nottingham Forest's record of 42 unbeaten league matches.  In a thrilling match at Highbury, the Premier League champions overcame a 1-3 deficit to defeat Middlesbrough 5-3. 
",1
537,"b'SAN JOSE, Calif. The online payment service PayPal says it #39;s been able to fix most of the technical problems that have plagued the company for the past five days.'","PayPal, an online payment service, announced that it has resolved most of the technical issues that affected its services for five days. 
",3
538,b'Lexmark suffers a setback in its fight to keep third-party ink cartridges off store shelves.',"Lexmark faced a setback in its legal battle to prevent the sale of third-party ink cartridges. 
",3
539,"b'NAIROBI, Kenya Kofi Annan (AN #39;-nan) has called on the UN Security Council to give  quot;the strongest warning quot; to forces fighting in Sudan to end its civil wars.'","Kofi Annan, former United Nations Secretary-General, has urged the UN Security Council to issue a strong warning to the warring factions in Sudan. He called for an end to the ongoing civil wars in the country. 
",0
540,"b' DIYARBAKIR, Turkey (Reuters) - Kurdish guerrillas ambushed  a Turkish military convoy in southeastern Turkey on Wednesday  evening, killing one soldier and injuring another three,  military sources said.'","On Wednesday evening, Kurdish guerrillas attacked a Turkish military convoy in southeastern Turkey. The attack resulted in the death of one soldier and injuries to three other soldiers. 
",0
541,b'Economists say growth in federal defense and anti-terrorism spending has fueled economic recovery and boosted tax collections.',"According to economists, increased spending by the federal government on defense and anti-terrorism initiatives has contributed to economic recovery and higher tax revenue. 
",2
542,b'Companies that have until 2005 to document their IT and financial controls under the Sarbanes-Oxley Act are using documentation software to help them prepare ahead of time.',"Companies facing the 2005 deadline to document their IT and financial controls under the Sarbanes-Oxley Act are utilizing documentation software to facilitate preparation. 
",3
543,b'Baseball has barely started breathing again since Barry Bonds and Jason Giambi admitted to using steroids - a scandal that froze the industry for an entire week.',"The baseball industry has recently begun to recover from the scandal involving Barry Bonds and Jason Giambi, who admitted to using steroids. This scandal caused a significant disruption in the industry, effectively halting its progress for an entire week. 
",1
544,b'Judges in France have ordered six people to stand trial in connection with an alleged plot to attack the United States embassy in Paris in 2001.',"Six individuals have been ordered to stand trial in France for their alleged involvement in a plan to attack the United States embassy in Paris in 2001. 
",0
545,b'Three UN workers released after being held hostage in Afghanistan speak of their joy at being freed.',"Three United Nations employees who were held hostage in Afghanistan have been released. They expressed their happiness at regaining their freedom. 
",0
546,b'AP - Henrik Stenson of Sweden shot a 6-under-par 66 Sunday to win The Heritage by four strokes over Carlos Rodiles of Spain.',"Henrik Stenson from Sweden won The Heritage golf tournament on Sunday. He shot a score of 66, which is six under par, and won by four strokes over Carlos Rodiles from Spain. 
",1
547,"b'Early this month, several Web sites began offering software promising ringtones and screensavers for certain cell phones. But those who downloaded the software '","Several websites began offering software that promised ringtones and screensavers for specific cell phones earlier this month. People who downloaded this software... 
",3
548,b'At least eight people are dead from a car bomb that exploded outside the gates of a US base in western Iraq. US military and hospital officials say around 48 people were injured near Ramadi ',"A car bomb detonated near the entrance of a United States military base in western Iraq, resulting in the deaths of at least eight individuals. According to reports from both US military and hospital personnel, approximately 48 people sustained injuries in the vicinity of Ramadi. 
",0
549,b' SEOUL (Reuters) - Top international nuclear regulator  Mohamed ElBaradei won a pledge from South Korea on Monday to  cooperate with the U.N. watchdog in the run-up to a report that  Seoul hopes will lift suspicions of clandestine atomic  activities.',"The head of the International Atomic Energy Agency (IAEA), Mohamed ElBaradei, secured a commitment from South Korea to cooperate with the IAEA. This cooperation is in preparation for a report that South Korea hopes will clear suspicions of secret nuclear activities. 
",0
550,"b'AP - Security risks to reconstruction workers in Sunni-dominated parts of Iraq have grown worse over the past six weeks, the U.S. coordinator said Friday.'","The United States coordinator for reconstruction efforts in Iraq reported that security risks for reconstruction workers in Sunni-dominated areas have increased significantly over the past six weeks. 
",0
551,"b""CA's latest acquisition target rolls out a new version of its identity and access management software.""","CA Technologies has announced that its latest acquisition target has released an updated version of its identity and access management software. 
",3
